HOG	OG	Gene Tree Parent Clade	Mavium	Mafric	Mlepra	Mbovis	Mmicro
N2.HOG0001310	OG0001057	n0		CCC27257.1		ALV11224.1	AMC59840.1
N2.HOG0001311	OG0001058	n0		CCC27259.1		ALV11226.1	AMC59842.1
N2.HOG0001312	OG0001059	n0		CCC27260.1		ALV11227.1	AMC59843.1
N2.HOG0001313	OG0001060	n0		CCC27262.1		ALV11229.1	AMC59845.1
N2.HOG0001314	OG0001061	n0		CCC27263.1		ALV11230.1	AMC59846.1
N2.HOG0001315	OG0001062	n0		CCC27264.1		ALV13021.1	AMC59847.1
N2.HOG0001316	OG0001063	n0		CCC27265.1		ALV11231.1	AMC59848.1
N2.HOG0001317	OG0001064	n0		CCC27266.1		ALV11232.1	AMC59849.1
N2.HOG0001318	OG0001065	n0		CCC27267.1		ALV11233.1	AMC59850.1
N2.HOG0001319	OG0001066	n0		CCC27269.1		ALV11234.1	AMC59853.1
N2.HOG0001320	OG0001067	n0		CCC27271.1		ALV11235.1	AMC59855.1
N2.HOG0001321	OG0001068	n0		CCC27275.1		ALV11239.1	AMC59860.1
N2.HOG0001322	OG0001069	n0		CCC27277.1		ALV11241.1	AMC59863.1
N2.HOG0001323	OG0001070	n0		CCC27278.1		ALV11242.1	AMC59864.1
N2.HOG0001324	OG0001071	n0		CCC27279.1		ALV11243.1	AMC59865.1
N2.HOG0001325	OG0001072	n0		CCC27280.1		ALV11244.1	AMC59866.1
N2.HOG0001326	OG0001073	n0		CCC27281.1		ALV11245.1	AMC59867.1
N2.HOG0001327	OG0001074	n0		CCC27283.1		ALV11247.1	AMC59869.1
N2.HOG0001328	OG0001075	n0		CCC27284.1		ALV11248.1	AMC59870.1
N2.HOG0001329	OG0001076	n0		CCC27285.1		ALV11249.1	AMC59871.1
N2.HOG0001330	OG0001077	n0		CCC27287.1		ALV11251.1	AMC59875.1
N2.HOG0001331	OG0001078	n0		CCC27288.1		ALV11252.1	AMC59877.1
N2.HOG0001332	OG0001079	n0		CCC27291.1		ALV11255.1	AMC59880.1
N2.HOG0001333	OG0001080	n0		CCC27292.1		ALV11256.1	AMC59881.1
N2.HOG0001334	OG0001081	n0		CCC27294.1		ALV11258.1	AMC59884.1
N2.HOG0001335	OG0001082	n0		CCC27295.1		ALV13026.1	AMC59885.1
N2.HOG0001336	OG0001083	n0		CCC27296.1		ALV11259.1	AMC59886.1
N2.HOG0001337	OG0001084	n0		CCC27298.1		ALV11261.1	AMC59889.1
N2.HOG0001338	OG0001085	n0		CCC27299.1		ALV11262.1	AMC59890.1
N2.HOG0001339	OG0001086	n0		CCC27300.1		ALV11263.1	AMC59891.1
N2.HOG0001340	OG0001087	n0		CCC27302.1		ALV11265.1	AMC59893.1
N2.HOG0001341	OG0001088	n0		CCC27303.1		ALV11266.1	AMC59894.1
N2.HOG0001342	OG0001089	n0		CCC27304.1		ALV11267.1	AMC59895.1
N2.HOG0001343	OG0001090	n0		CCC27305.1		ALV13027.1	AMC59896.1
N2.HOG0001344	OG0001091	n0		CCC27306.1		ALV11268.1	AMC59897.1
N2.HOG0001345	OG0001092	n0		CCC27307.1		ALV11270.1	AMC59898.1
N2.HOG0001346	OG0001093	n0		CCC27310.1		ALV11273.1	AMC59901.1
N2.HOG0001347	OG0001094	n0		CCC27311.1		ALV11274.1	AMC59902.1
N2.HOG0001348	OG0001095	n0		CCC27312.1		ALV11275.1	AMC59903.1
N2.HOG0001349	OG0001096	n0		CCC27316.1		ALV11279.1	AMC59908.1
N2.HOG0001350	OG0001097	n0		CCC27320.1		ALV13031.1	AMC59913.1
N2.HOG0001351	OG0001098	n0		CCC27322.1		ALV11283.1	AMC59915.1
N2.HOG0001352	OG0001099	n0		CCC27324.1		ALV11285.1	AMC59918.1
N2.HOG0001353	OG0001100	n0		CCC27325.1		ALV11286.1	AMC59919.1
N2.HOG0001354	OG0001101	n0		CCC27328.1		ALV11289.1	AMC59922.1
N2.HOG0001355	OG0001102	n0		CCC27338.1		ALV11297.1	AMC59933.1
N2.HOG0001356	OG0001103	n0		CCC27339.1		ALV11298.1	AMC59934.1
N2.HOG0001357	OG0001104	n0		CCC27340.1		ALV11299.1	AMC59935.1
N2.HOG0001358	OG0001105	n0		CCC27344.1		ALV11302.1	AMC59939.1
N2.HOG0001359	OG0001106	n0		CCC27365.1		ALV11322.1	AMC59960.1
N2.HOG0001360	OG0001107	n0		CCC27371.1		ALV11329.1	AMC59965.1
N2.HOG0001361	OG0001108	n0		CCC27398.1		ALV11351.1	AMC59996.1
N2.HOG0001362	OG0001109	n0		CCC27399.1		ALV11352.1	AMC59997.1
N2.HOG0001363	OG0001110	n0		CCC27400.1		ALV11353.1	AMC59998.1
N2.HOG0001364	OG0001111	n0		CCC27407.1		ALV11360.1	AMC60005.1
N2.HOG0001365	OG0001112	n0		CCC27408.1		ALV13042.1	AMC60006.1
N2.HOG0001366	OG0001113	n0		CCC27417.1		ALV11369.1	AMC60016.1
N2.HOG0001367	OG0001114	n0		CCC27418.1		ALV11370.1	AMC60017.1
N2.HOG0001368	OG0001115	n0		CCC27425.1		ALV13047.1	AMC60024.1
N2.HOG0001369	OG0001116	n0		CCC27426.1		ALV11375.1	AMC60025.1
N2.HOG0001370	OG0001117	n0		CCC27427.1		ALV11376.1	AMC60026.1
N2.HOG0001371	OG0001118	n0		CCC27441.1		ALV11380.1	AMC60040.1
N2.HOG0001372	OG0001119	n0		CCC27442.1		ALV11381.1	AMC60041.1
N2.HOG0001373	OG0001120	n0		CCC27445.1		ALV11384.1	AMC60044.1
N2.HOG0001374	OG0001121	n0		CCC27446.1		ALV11385.1	AMC60045.1
N2.HOG0001375	OG0001122	n0		CCC27448.1		ALV13048.1	AMC60048.1
N2.HOG0001376	OG0001123	n0		CCC27451.1		ALV11389.1	AMC60051.1
N2.HOG0001377	OG0001124	n0		CCC27452.1		ALV11390.1	AMC60052.1
N2.HOG0001378	OG0001125	n0		CCC27456.1		ALV11393.1	AMC60056.1
N2.HOG0001379	OG0001126	n0		CCC27457.1		ALV11394.1	AMC60057.1
N2.HOG0001380	OG0001127	n0		CCC27458.1		ALV11395.1	AMC60059.1
N2.HOG0001381	OG0001128	n0		CCC27466.1		ALV09650.1, ALV13050.1	AMC60068.1
N2.HOG0001382	OG0001129	n0		CCC27467.1		ALV11402.1	AMC60069.1
N2.HOG0001383	OG0001130	n0		CCC27475.1		ALV11411.1	AMC60079.1
N2.HOG0001384	OG0001131	n0		CCC27476.1		ALV11412.1	AMC60081.1
N2.HOG0001385	OG0001132	n0		CCC27484.1		ALV11422.1	AMC60090.1
N2.HOG0001386	OG0001133	n0		CCC27486.1		ALV11424.1	AMC60091.1
N2.HOG0001387	OG0001134	n0		CCC27487.1		ALV11425.1	AMC60092.1
N2.HOG0001388	OG0001135	n0		CCC27489.1		ALV11427.1	AMC60094.1
N2.HOG0001389	OG0001136	n0		CCC27494.1		ALV11431.1	AMC60098.1
N2.HOG0001390	OG0001137	n0		CCC27495.1		ALV11432.1	AMC60099.1
N2.HOG0001391	OG0001138	n0		CCC27496.1		ALV11433.1	AMC60100.1
N2.HOG0001392	OG0001139	n0		CCC27497.1		ALV11434.1	AMC60101.1
N2.HOG0001393	OG0001140	n0		CCC27498.1		ALV11435.1	AMC60102.1
N2.HOG0001394	OG0001141	n0		CCC27504.1		ALV11441.1	AMC60109.1
N2.HOG0001395	OG0001142	n0		CCC27505.1		ALV11442.1	AMC60110.1
N2.HOG0001396	OG0001143	n0		CCC27506.1		ALV11443.1	AMC60111.1
N2.HOG0001397	OG0001144	n0		CCC27512.1		ALV11449.1	AMC60118.1
N2.HOG0001398	OG0001145	n0		CCC27514.1		ALV11451.1	AMC60121.1
N2.HOG0001399	OG0001146	n0		CCC27521.1		ALV11458.1	AMC60128.1
N2.HOG0001400	OG0001147	n3				ALV11459.1	
N2.HOG0001401	OG0001148	n0		CCC27524.1		ALV13056.1	AMC60131.1
N2.HOG0001402	OG0001149	n0		CCC27526.1		ALV11460.1	AMC60133.1
N2.HOG0001403	OG0001150	n0		CCC27527.1		ALV11461.1	AMC60134.1
N2.HOG0001404	OG0001151	n0		CCC27528.1		ALV11462.1	AMC60135.1
N2.HOG0001405	OG0001152	n0		CCC27529.1		ALV13057.1	AMC60136.1
N2.HOG0001406	OG0001153	n0		CCC27531.1		ALV11464.1	AMC60139.1
N2.HOG0001407	OG0001154	n0		CCC27532.1		ALV13058.1	AMC60140.1
N2.HOG0001408	OG0001155	n0		CCC27533.1		ALV11465.1	AMC60141.1
N2.HOG0001409	OG0001156	n0		CCC27534.1		ALV11466.1	AMC60142.1
N2.HOG0001410	OG0001157	n0		CCC27535.1		ALV11467.1	AMC60143.1
N2.HOG0001411	OG0001158	n0		CCC27544.1		ALV11474.1	AMC60150.1
N2.HOG0001412	OG0001159	n0		CCC27545.1		ALV11475.1	AMC60151.1
N2.HOG0001413	OG0001160	n0		CCC27547.1		ALV11476.1	AMC60153.1
N2.HOG0001414	OG0001161	n0		CCC27548.1		ALV11477.1	AMC60154.1
N2.HOG0001415	OG0001162	n0		CCC27549.1		ALV11478.1	AMC60155.1
N2.HOG0001416	OG0001163	n0		CCC27552.1		ALV13062.1	AMC60158.1
N2.HOG0001417	OG0001164	n0		CCC27553.1		ALV11481.1	AMC60159.1
N2.HOG0001418	OG0001165	n0		CCC27554.1		ALV11482.1	AMC60160.1
N2.HOG0001419	OG0001166	n0		CCC27555.1		ALV11483.1	AMC60162.1
N2.HOG0001420	OG0001167	n0		CCC27557.1		ALV13063.1	AMC60165.1
N2.HOG0001421	OG0001168	n0		CCC27563.1		ALV11490.1	AMC60171.1
N2.HOG0001422	OG0001169	n0		CCC27564.1		ALV11491.1	AMC60172.1
N2.HOG0001423	OG0001170	n0		CCC27567.1		ALV11494.1	AMC60174.1
N2.HOG0001424	OG0001171	n0		CCC27568.1		ALV11495.1	AMC60175.1
N2.HOG0001425	OG0001172	n0		CCC27569.1		ALV11496.1	AMC60176.1
N2.HOG0001426	OG0001173	n0		CCC27581.1		ALV11508.1	AMC60194.1
N2.HOG0001427	OG0001174	n0		CCC27582.1		ALV11509.1	AMC60195.1
N2.HOG0001428	OG0001175	n0		CCC27586.1		ALV11513.1	AMC60702.1, AMC60199.1
N2.HOG0001429	OG0001176	n0		CCC27592.1		ALV11519.1	AMC60206.1
N2.HOG0001430	OG0001177	n0		CCC27593.1		ALV11520.1	AMC60207.1
N2.HOG0001431	OG0001178	n0		CCC27594.1		ALV11521.1	AMC60208.1
N2.HOG0001432	OG0001179	n0		CCC27596.1		ALV11523.1	AMC60210.1
N2.HOG0001433	OG0001180	n0		CCC27605.1		ALV11534.1	AMC60221.1
N2.HOG0001434	OG0001181	n0		CCC27606.1		ALV11535.1	AMC60222.1
N2.HOG0001435	OG0001182	n0		CCC27607.1		ALV13067.1	AMC60223.1
N2.HOG0001436	OG0001183	n0		CCC27608.1		ALV11536.1	AMC60224.1
N2.HOG0001437	OG0001184	n0		CCC27609.1		ALV11537.1	AMC60226.1
N2.HOG0001438	OG0001185	n0		CCC27617.1		ALV11544.1	AMC60235.1
N2.HOG0001439	OG0001186	n0		CCC27619.1		ALV11546.1	AMC60237.1
N2.HOG0001440	OG0001187	n0		CCC27620.1		ALV11547.1	AMC60238.1
N2.HOG0001441	OG0001188	n0		CCC27621.1		ALV11548.1	AMC60239.1
N2.HOG0001442	OG0001189	n0		CCC27622.1		ALV11549.1	AMC60240.1
N2.HOG0001443	OG0001190	n0		CCC27623.1		ALV11550.1	AMC60241.1
N2.HOG0001444	OG0001191	n0		CCC27624.1		ALV11551.1	AMC60242.1
N2.HOG0001445	OG0001192	n0		CCC27625.1		ALV11552.1	AMC60243.1
N2.HOG0001446	OG0001193	n0		CCC27626.1		ALV13069.1	AMC60245.1
N2.HOG0001447	OG0001194	n0		CCC27639.1		ALV11565.1	AMC60258.1
N2.HOG0001448	OG0001195	n0		CCC27640.1		ALV11566.1	AMC60259.1
N2.HOG0001449	OG0001196	n0		CCC27641.1		ALV11567.1	AMC60260.1
N2.HOG0001450	OG0001197	n0		CCC27642.1		ALV11568.1	AMC60261.1
N2.HOG0001451	OG0001198	n0		CCC27646.1		ALV11572.1	AMC60265.1
N2.HOG0001452	OG0001199	n0		CCC27648.1, CCC27649.1		ALV11574.1	AMC60268.1
N2.HOG0001453	OG0001200	n0		CCC27654.1		ALV11577.1	AMC60273.1
N2.HOG0001454	OG0001201	n0		CCC27656.1		ALV11579.1	AMC60275.1
N2.HOG0001455	OG0001202	n0		CCC27658.1		ALV11581.1	AMC60277.1
N2.HOG0001456	OG0001203	n0		CCC27659.1		ALV11582.1	AMC60278.1
N2.HOG0001457	OG0001204	n0		CCC27660.1		ALV13072.1	AMC60279.1
N2.HOG0001458	OG0001205	n0		CCC27663.1		ALV11585.1	AMC60282.1
N2.HOG0001459	OG0001206	n0		CCC27667.1		ALV11589.1	AMC60286.1
N2.HOG0001460	OG0001207	n0		CCC27668.1		ALV11590.1	AMC60287.1
N2.HOG0001461	OG0001208	n0		CCC27670.1		ALV11591.1	AMC60290.1
N2.HOG0001462	OG0001209	n0		CCC27672.1		ALV11593.1	AMC60292.1
N2.HOG0001463	OG0001210	n0		CCC27673.1		ALV11594.1	AMC60293.1
N2.HOG0001464	OG0001211	n0		CCC27674.1		ALV11595.1	AMC60294.1
N2.HOG0001465	OG0001212	n0		CCC27675.1		ALV11596.1	AMC60296.1
N2.HOG0001466	OG0001213	n0		CCC27676.1		ALV11597.1	AMC60297.1
N2.HOG0001467	OG0001214	n0		CCC27677.1		ALV11598.1	AMC60298.1
N2.HOG0001468	OG0001215	n0		CCC27679.1		ALV11600.1	AMC60300.1
N2.HOG0001469	OG0001216	n0		CCC27680.1		ALV11601.1	AMC60301.1
N2.HOG0001470	OG0001217	n0		CCC27681.1		ALV11602.1	AMC60302.1
N2.HOG0001471	OG0001218	n0		CCC27691.1		ALV11611.1	AMC60311.1
N2.HOG0001472	OG0001219	n0		CCC27692.1		ALV11612.1	AMC60312.1
N2.HOG0001473	OG0001220	n0		CCC27693.1		ALV11613.1	AMC60313.1
N2.HOG0001474	OG0001221	n0		CCC27694.1		ALV11614.1	AMC60314.1
N2.HOG0001475	OG0001222	n0		CCC27697.1		ALV11616.1	AMC60317.1
N2.HOG0001476	OG0001223	n0		CCC27698.1		ALV11617.1	AMC60318.1
N2.HOG0001477	OG0001224	n0		CCC27699.1		ALV11618.1	AMC60319.1
N2.HOG0001478	OG0001225	n0		CCC27700.1		ALV11619.1	AMC60320.1
N2.HOG0001479	OG0001226	n0		CCC27701.1		ALV11620.1	AMC60321.1
N2.HOG0001480	OG0001227	n0		CCC27702.1		ALV11621.1	AMC60322.1
N2.HOG0001481	OG0001228	n0		CCC27726.1		ALV11644.1	AMC60350.1
N2.HOG0001482	OG0001229	n0		CCC27746.1		ALV13079.1	AMC60383.1
N2.HOG0001483	OG0001230	n0		CCC27747.1		ALV11660.1	AMC60384.1
N2.HOG0001484	OG0001231	n0		CCC27750.1		ALV11663.1	AMC60387.1
N2.HOG0001485	OG0001232	n0		CCC27751.1		ALV11664.1	AMC60388.1
N2.HOG0001486	OG0001233	n0		CCC27752.1		ALV13080.1	AMC60390.1
N2.HOG0001487	OG0001234	n0		CCC27754.1		ALV13081.1	AMC60392.1
N2.HOG0001488	OG0001235	n0		CCC27755.1		ALV11666.1	AMC60393.1
N2.HOG0001489	OG0001236	n0		CCC27757.1		ALV13082.1	AMC60395.1
N2.HOG0001490	OG0001237	n0		CCC27769.1		ALV11677.1	AMC60407.1
N2.HOG0001491	OG0001238	n0		CCC27770.1		ALV11678.1	AMC60408.1
N2.HOG0001492	OG0001239	n0		CCC27771.1		ALV11679.1	AMC60409.1
N2.HOG0001493	OG0001240	n0		CCC27772.1		ALV11680.1	AMC60410.1
N2.HOG0001494	OG0001241	n0		CCC27774.1		ALV11682.1	AMC60412.1
N2.HOG0001495	OG0001242	n0		CCC27775.1		ALV11683.1	AMC60413.1
N2.HOG0001496	OG0001243	n0		CCC27776.1		ALV11684.1	AMC60414.1
N2.HOG0001497	OG0001244	n0		CCC27777.1		ALV13085.1	AMC60415.1
N2.HOG0001498	OG0001245	n0		CCC27781.1		ALV11688.1	AMC60419.1
N2.HOG0001499	OG0001246	n0		CCC27782.1		ALV11689.1	AMC60420.1
N2.HOG0001500	OG0001247	n0		CCC27783.1		ALV11690.1	AMC60421.1
N2.HOG0001501	OG0001248	n0		CCC27784.1		ALV13086.1	AMC60422.1
N2.HOG0001502	OG0001249	n0		CCC27788.1		ALV11693.1	AMC60426.1
N2.HOG0001503	OG0001250	n0		CCC27791.1		ALV11696.1	AMC60429.1
N2.HOG0001504	OG0001251	n0		CCC27792.1		ALV11697.1	AMC60430.1
N2.HOG0001505	OG0001252	n0		CCC27793.1		ALV11698.1	AMC60431.1
N2.HOG0001506	OG0001253	n0		CCC27794.1		ALV11699.1	AMC60432.1
N2.HOG0001507	OG0001254	n0		CCC27795.1		ALV11700.1	AMC60433.1
N2.HOG0001508	OG0001255	n0		CCC27798.1		ALV11703.1	AMC60436.1
N2.HOG0001509	OG0001256	n0		CCC27799.1		ALV11704.1	AMC60437.1
N2.HOG0001510	OG0001257	n0		CCC27800.1		ALV13088.1	AMC60438.1
N2.HOG0001511	OG0001258	n0		CCC27801.1		ALV11705.1	AMC60439.1
N2.HOG0001512	OG0001259	n0		CCC27802.1		ALV11706.1	AMC60440.1
N2.HOG0001513	OG0001260	n0		CCC27806.1		ALV11710.1	AMC60444.1
N2.HOG0001514	OG0001261	n0		CCC27807.1		ALV11711.1	AMC60445.1
N2.HOG0001515	OG0001262	n0		CCC27810.1		ALV11713.1	AMC60448.1
N2.HOG0001516	OG0001263	n0		CCC27811.1		ALV11714.1	AMC60449.1
N2.HOG0001517	OG0001264	n0		CCC27813.1		ALV11716.1	AMC60450.1
N2.HOG0001518	OG0001265	n0		CCC27814.1		ALV11717.1	AMC60451.1
N2.HOG0001519	OG0001266	n0		CCC27815.1		ALV11718.1	AMC60452.1
N2.HOG0001520	OG0001267	n0		CCC27821.1		ALV11721.1	AMC60459.1
N2.HOG0001521	OG0001268	n0		CCC27822.1		ALV11722.1	AMC60460.1
N2.HOG0001522	OG0001269	n0		CCC27827.1		ALV11727.1	AMC60465.1
N2.HOG0001523	OG0001270	n0		CCC27828.1		ALV11728.1	AMC60466.1
N2.HOG0001524	OG0001271	n0		CCC27829.1		ALV13091.1	AMC60467.1
N2.HOG0001525	OG0001272	n0		CCC27838.1		ALV11736.1	AMC60475.1
N2.HOG0001526	OG0001273	n0		CCC27839.1		ALV11737.1	AMC60476.1
N2.HOG0001527	OG0001274	n0		CCC27846.1		ALV11745.1	AMC60483.1
N2.HOG0001528	OG0001275	n0		CCC27847.1		ALV11746.1	AMC60485.1
N2.HOG0001529	OG0001276	n0		CCC27851.1		ALV11749.1	AMC60489.1
N2.HOG0001530	OG0001277	n0		CCC27852.1		ALV11750.1	AMC60490.1
N2.HOG0001531	OG0001278	n0		CCC27857.1		ALV11756.1	AMC60496.1
N2.HOG0001532	OG0001279	n0		CCC27858.1		ALV11757.1	AMC60497.1
N2.HOG0001533	OG0001280	n0		CCC27860.1		ALV11759.1	AMC60499.1
N2.HOG0001534	OG0001281	n0		CCC27861.1		ALV13093.1	AMC60500.1
N2.HOG0001535	OG0001282	n0		CCC27868.1		ALV11766.1	AMC60507.1
N2.HOG0001536	OG0001283	n0		CCC27869.1		ALV11767.1	AMC60508.1
N2.HOG0001537	OG0001284	n0		CCC27870.1		ALV11768.1	AMC60509.1
N2.HOG0001538	OG0001285	n0		CCC27913.1		ALV11809.1	AMC60557.1
N2.HOG0001539	OG0001286	n0		CCC27914.1		ALV11810.1	AMC60558.1
N2.HOG0001540	OG0001287	n0		CCC27916.1		ALV11812.1	AMC60559.1
N2.HOG0001541	OG0001288	n0		CCC27918.1		ALV11814.1	AMC60561.1
N2.HOG0001542	OG0001289	n0		CCC27919.1		ALV11815.1	AMC60562.1
N2.HOG0001543	OG0001290	n0		CCC27930.1		ALV11824.1	AMC60574.1
N2.HOG0001544	OG0001291	n0		CCC27934.1		ALV11830.1	AMC60580.1
N2.HOG0001545	OG0001292	n0		CCC27936.1		ALV11832.1	AMC60583.1
N2.HOG0001546	OG0001293	n0		CCC27939.1		ALV11836.1	AMC60586.1
N2.HOG0001547	OG0001294	n0		CCC27943.1		ALV11840.1	AMC60590.1
N2.HOG0001548	OG0001295	n0		CCC27944.1		ALV11841.1	AMC60591.1
N2.HOG0001549	OG0001296	n0		CCC27945.1		ALV13101.1	AMC60592.1
N2.HOG0001550	OG0001297	n0		CCC27955.1		ALV11850.1	AMC60602.1
N2.HOG0001551	OG0001298	n0		CCC27956.1		ALV11851.1	AMC60603.1
N2.HOG0001552	OG0001299	n0		CCC27957.1		ALV11852.1	AMC60604.1
N2.HOG0001553	OG0001300	n0		CCC27962.1		ALV11856.1	AMC60609.1
N2.HOG0001554	OG0001301	n0		CCC27963.1		ALV11857.1	AMC60610.1
N2.HOG0001555	OG0001302	n0		CCC27964.1		ALV11858.1	AMC60611.1
N2.HOG0001556	OG0001303	n0		CCC27968.1		ALV11862.1	AMC60616.1
N2.HOG0001557	OG0001304	n0		CCC27969.1		ALV11863.1	AMC60617.1
N2.HOG0001558	OG0001305	n0		CCC27971.1		ALV11865.1	AMC60619.1
N2.HOG0001559	OG0001306	n0		CCC27972.1		ALV13104.1	AMC60620.1
N2.HOG0001560	OG0001307	n0		CCC27975.1		ALV11868.1	AMC60623.1
N2.HOG0001561	OG0001308	n0		CCC27976.1		ALV11869.1	AMC60624.1
N2.HOG0001562	OG0001309	n0		CCC27977.1		ALV11870.1	AMC60625.1
N2.HOG0001563	OG0001310	n0		CCC27978.1		ALV11871.1	AMC60626.1
N2.HOG0001564	OG0001311	n0		CCC27980.1		ALV11873.1	AMC60628.1
N2.HOG0001565	OG0001312	n0		CCC27981.1		ALV11874.1	AMC60629.1
N2.HOG0001566	OG0001313	n0		CCC27982.1		ALV11875.1	AMC60630.1
N2.HOG0001567	OG0001314	n0		CCC27983.1		ALV11876.1	AMC60631.1
N2.HOG0001568	OG0001315	n0		CCC27984.1		ALV13105.1	AMC60632.1
N2.HOG0001569	OG0001316	n0		CCC27987.1		ALV11879.1	AMC60635.1
N2.HOG0001570	OG0001317	n0		CCC27990.1		ALV11881.1	AMC60639.1
N2.HOG0001571	OG0001318	n0		CCC27991.1		ALV13107.1	AMC60640.1
N2.HOG0001572	OG0001319	n0		CCC27994.1		ALV13108.1	AMC60644.1
N2.HOG0001573	OG0001320	n0		CCC27995.1		ALV11884.1	AMC60645.1
N2.HOG0001574	OG0001321	n0		CCC27996.1		ALV11885.1	AMC60646.1
N2.HOG0001575	OG0001322	n0		CCC27999.1		ALV13109.1	AMC60649.1
N2.HOG0001576	OG0001323	n0		CCC28000.1		ALV11888.1	AMC60650.1
N2.HOG0001577	OG0001324	n0		CCC28001.1		ALV11889.1	AMC60651.1
N2.HOG0001578	OG0001325	n0		CCC28002.1		ALV13110.1	AMC60652.1
N2.HOG0001579	OG0001326	n0		CCC28011.1		ALV13112.1	AMC60662.1
N2.HOG0001580	OG0001327	n0		CCC28026.1		ALV11909.1	AMC60680.1
N2.HOG0001581	OG0001328	n0		CCC28040.1		ALV11922.1	AMC60699.1
N2.HOG0001582	OG0001329	n0		CCC28041.1		ALV11923.1	AMC60700.1
N2.HOG0001583	OG0001330	n0		CCC28043.1		ALV11925.1	AMC60703.1
N2.HOG0001584	OG0001331	n0		CCC28044.1		ALV13118.1	AMC60704.1
N2.HOG0001585	OG0001332	n0		CCC28049.1		ALV11929.1	AMC60708.1
N2.HOG0001586	OG0001333	n0		CCC28051.1		ALV11932.1	AMC60711.1
N2.HOG0001587	OG0001334	n0		CCC28052.1		ALV11933.1	AMC60712.1
N2.HOG0001588	OG0001335	n0		CCC28055.1		ALV11936.1	AMC60715.1
N2.HOG0001589	OG0001336	n0		CCC28058.1		ALV13120.1	AMC60719.1
N2.HOG0001590	OG0001337	n0		CCC28059.1		ALV11939.1	AMC60720.1
N2.HOG0001591	OG0001338	n0		CCC28060.1		ALV11940.1	AMC60721.1
N2.HOG0001592	OG0001339	n0		CCC28061.1		ALV11941.1	AMC60722.1
N2.HOG0001593	OG0001340	n0		CCC28064.1		ALV11944.1	AMC60725.1
N2.HOG0001594	OG0001341	n0		CCC28067.1		ALV11947.1	AMC60728.1
N2.HOG0001595	OG0001342	n0		CCC28068.1		ALV13121.1	AMC60729.1
N2.HOG0001596	OG0001343	n0		CCC28077.1		ALV11955.1	AMC60740.1
N2.HOG0001597	OG0001344	n0		CCC28078.1		ALV11956.1	AMC60741.1
N2.HOG0001598	OG0001345	n0		CCC28081.1		ALV11958.1	AMC60744.1
N2.HOG0001599	OG0001346	n0		CCC28082.1		ALV11959.1	AMC60745.1
N2.HOG0001600	OG0001347	n0		CCC28085.1		ALV11962.1	AMC60748.1
N2.HOG0001601	OG0001348	n0		CCC28086.1		ALV11963.1	AMC60749.1
N2.HOG0001602	OG0001349	n0		CCC28087.1		ALV11964.1	AMC60750.1
N2.HOG0001603	OG0001350	n0		CCC28088.1		ALV11965.1	AMC60751.1
N2.HOG0001604	OG0001351	n0		CCC28089.1		ALV11966.1	AMC60753.1
N2.HOG0001605	OG0001352	n0		CCC28091.1		ALV11968.1	AMC60755.1
N2.HOG0001606	OG0001353	n0		CCC28101.1		ALV11974.1	AMC60761.1
N2.HOG0001607	OG0001354	n0		CCC28102.1		ALV11975.1	AMC60762.1
N2.HOG0001608	OG0001355	n0		CCC28105.1		ALV11978.1	AMC60765.1
N2.HOG0001609	OG0001356	n0		CCC28106.1		ALV11979.1	AMC60766.1
N2.HOG0001610	OG0001357	n0		CCC28107.1		ALV11980.1	AMC60767.1
N2.HOG0001611	OG0001358	n0		CCC28108.1		ALV11981.1	AMC60768.1
N2.HOG0001612	OG0001359	n0		CCC28109.1		ALV11982.1	AMC60769.1
N2.HOG0001613	OG0001360	n0		CCC28111.1		ALV13127.1	AMC60772.1
N2.HOG0001614	OG0001361	n0		CCC28112.1		ALV11985.1	AMC60773.1
N2.HOG0001615	OG0001362	n0		CCC28115.1		ALV13128.1	AMC60776.1
N2.HOG0001616	OG0001363	n0		CCC28118.1		ALV11989.1	AMC60779.1
N2.HOG0001617	OG0001364	n0		CCC28119.1		ALV11990.1	AMC60780.1
N2.HOG0001618	OG0001365	n0		CCC28120.1		ALV13130.1	AMC60781.1
N2.HOG0001619	OG0001366	n0		CCC28121.1		ALV13132.1	AMC60782.1
N2.HOG0001620	OG0001367	n0		CCC28127.1		ALV13133.1	AMC60788.1
N2.HOG0001621	OG0001368	n0		CCC28128.1		ALV11996.1	AMC60789.1
N2.HOG0001622	OG0001369	n0		CCC28129.1		ALV11997.1	AMC60790.1
N2.HOG0001623	OG0001370	n0		CCC28130.1		ALV11998.1	AMC60791.1
N2.HOG0001624	OG0001371	n0		CCC28134.1		ALV12002.1	AMC60795.1
N2.HOG0001625	OG0001372	n0		CCC28166.1		ALV12029.1	AMC57730.1, AMC60828.1
N2.HOG0001626	OG0001373	n0		CCC28173.1		ALV12037.1	AMC60838.1
N2.HOG0001627	OG0001374	n0		CCC28177.1		ALV12042.1	AMC60843.1
N2.HOG0001628	OG0001375	n0		CCC28178.1		ALV12043.1	AMC60844.1
N2.HOG0001629	OG0001376	n0		CCC28182.1		ALV13139.1	AMC60848.1
N2.HOG0001630	OG0001377	n0		CCC28183.1		ALV12047.1	AMC60849.1
N2.HOG0001631	OG0001378	n0		CCC28207.1		ALV12063.1	AMC60876.1
N2.HOG0001632	OG0001379	n0		CCC28209.1		ALV13143.1	AMC60878.1
N2.HOG0001633	OG0001380	n0		CCC28215.1		ALV12071.1	AMC60885.1
