HOG	OG	Gene Tree Parent Clade	Mavium	Mafric	Mlepra	Mbovis	Mmicro
N3.HOG0001938	OG0001717	n0		CCC25283.1		ALV09467.1	
N3.HOG0001939	OG0001718	n0		CCC25293.1		ALV09476.1	
N3.HOG0001940	OG0001719	n0		CCC25302.1		ALV09487.1	
N3.HOG0001941	OG0001720	n0		CCC25303.1		ALV09488.1	
N3.HOG0001942	OG0001721	n0		CCC25304.1		ALV09489.1	
N3.HOG0001943	OG0001722	n0		CCC25305.1		ALV09490.1	
N3.HOG0001944	OG0001723	n0		CCC25307.1		ALV09492.1	
N3.HOG0001945	OG0001724	n0		CCC25309.1		ALV09494.1	
N3.HOG0001946	OG0001725	n0		CCC25320.1		ALV09505.1	
N3.HOG0001947	OG0001726	n0		CCC25321.1		ALV09506.1	
N3.HOG0001948	OG0001727	n0		CCC25322.1		ALV09507.1	
N3.HOG0001949	OG0001728	n0		CCC25324.1		ALV09509.1	
N3.HOG0001950	OG0001729	n0		CCC25325.1		ALV12796.1	
N3.HOG0001951	OG0001730	n0		CCC25326.1		ALV09510.1	
N3.HOG0001952	OG0001731	n0		CCC25327.1		ALV09511.1	
N3.HOG0001953	OG0001732	n0		CCC25328.1		ALV09512.1	
N3.HOG0001954	OG0001733	n0		CCC25331.1		ALV09515.1	
N3.HOG0001955	OG0001734	n0		CCC25332.1		ALV09516.1	
N3.HOG0001956	OG0001735	n0		CCC25333.1		ALV09517.1	
N3.HOG0001957	OG0001736	n0		CCC25335.1		ALV09519.1	
N3.HOG0001958	OG0001737	n0		CCC25338.1		ALV09522.1	
N3.HOG0001959	OG0001738	n0		CCC25342.1		ALV09526.1	
N3.HOG0001960	OG0001739	n0		CCC25347.1		ALV09531.1	
N3.HOG0001961	OG0001740	n0		CCC25348.1		ALV09532.1	
N3.HOG0001962	OG0001741	n0		CCC25349.1		ALV09533.1	
N3.HOG0001963	OG0001742	n0		CCC25367.1		ALV12797.1	
N3.HOG0001964	OG0001743	n0		CCC25368.1		ALV09552.1	
N3.HOG0001965	OG0001744	n0		CCC25369.1		ALV09553.1	
N3.HOG0001966	OG0001745	n0		CCC25370.1		ALV12798.1	
N3.HOG0001967	OG0001746	n0		CCC25380.1		ALV09563.1	
N3.HOG0001968	OG0001747	n0		CCC25381.1		ALV09564.1	
N3.HOG0001969	OG0001748	n0		CCC25386.1		ALV09569.1	
N3.HOG0001970	OG0001749	n0		CCC25387.1		ALV09570.1	
N3.HOG0001971	OG0001750	n0		CCC25388.1		ALV12799.1	
N3.HOG0001972	OG0001751	n0		CCC25390.1		ALV12800.1	
N3.HOG0001973	OG0001752	n0		CCC25406.1		ALV09586.1	
N3.HOG0001974	OG0001753	n0		CCC25407.1		ALV12801.1	
N3.HOG0001975	OG0001754	n0		CCC25418.1		ALV09595.1	
N3.HOG0001976	OG0001755	n0		CCC25433.1		ALV09609.1	
N3.HOG0001977	OG0001756	n0		CCC25437.1		ALV09613.1	
N3.HOG0001978	OG0001757	n0		CCC25439.1		ALV09615.1	
N3.HOG0001979	OG0001758	n0		CCC25440.1		ALV09616.1	
N3.HOG0001980	OG0001759	n0		CCC25441.1		ALV09617.1	
N3.HOG0001981	OG0001760	n0		CCC25451.1		ALV09626.1	
N3.HOG0001982	OG0001761	n0		CCC25455.1		ALV09629.1	
N3.HOG0001983	OG0001762	n0		CCC25459.1		ALV12806.1	
N3.HOG0001984	OG0001763	n0		CCC25463.1		ALV09635.1	
N3.HOG0001985	OG0001764	n0		CCC25472.1		ALV09644.1	
N3.HOG0001986	OG0001765	n0		CCC25474.1		ALV09646.1	
N3.HOG0001987	OG0001766	n0		CCC25482.1		ALV09654.1	
N3.HOG0001988	OG0001767	n0		CCC25483.1		ALV09655.1	
N3.HOG0001989	OG0001768	n0		CCC25486.1		ALV09658.1	
N3.HOG0001990	OG0001769	n0		CCC25487.1		ALV09659.1	
N3.HOG0001991	OG0001770	n0		CCC25493.1		ALV09665.1	
N3.HOG0001992	OG0001771	n0		CCC25494.1		ALV09666.1	
N3.HOG0001993	OG0001772	n0		CCC25495.1		ALV09667.1	
N3.HOG0001994	OG0001773	n0		CCC25498.1		ALV09670.1	
N3.HOG0001995	OG0001774	n0		CCC25501.1		ALV12808.1	
N3.HOG0001996	OG0001775	n0		CCC25502.1		ALV09673.1	
N3.HOG0001997	OG0001776	n0		CCC25508.1		ALV09679.1	
N3.HOG0001998	OG0001777	n0		CCC25512.1		ALV09683.1	
N3.HOG0001999	OG0001778	n0		CCC25515.1		ALV09686.1	
N3.HOG0002000	OG0001779	n0		CCC25517.1		ALV09687.1	
N3.HOG0002001	OG0001780	n0		CCC25526.1		ALV09696.1	
N3.HOG0002002	OG0001781	n0		CCC25530.1		ALV09700.1	
N3.HOG0002003	OG0001782	n0		CCC25532.1		ALV09702.1	
N3.HOG0002004	OG0001783	n0		CCC25533.1		ALV09703.1	
N3.HOG0002005	OG0001784	n0		CCC25534.1		ALV09704.1	
N3.HOG0002006	OG0001785	n0		CCC25535.1		ALV12812.1	
N3.HOG0002007	OG0001786	n0		CCC25536.1		ALV09705.1	
N3.HOG0002008	OG0001787	n0		CCC25542.1		ALV09711.1	
N3.HOG0002009	OG0001788	n0		CCC25549.1		ALV12814.1	
N3.HOG0002010	OG0001789	n0		CCC25550.1		ALV09717.1	
N3.HOG0002011	OG0001790	n0		CCC25560.1		ALV09725.1	
N3.HOG0002012	OG0001791	n0		CCC25561.1		ALV09726.1	
N3.HOG0002013	OG0001792	n0		CCC25568.1		ALV09729.1	
N3.HOG0002014	OG0001793	n0		CCC25570.1		ALV09731.1	
N3.HOG0002015	OG0001794	n0		CCC25576.1		ALV09736.1	
N3.HOG0002016	OG0001795	n0		CCC25579.1		ALV09739.1	
N3.HOG0002017	OG0001796	n0		CCC25587.1		ALV09746.1	
N3.HOG0002018	OG0001797	n0		CCC25592.1		ALV09749.1	
N3.HOG0002019	OG0001798	n0		CCC25595.1		ALV09751.1	
N3.HOG0002020	OG0001799	n0		CCC25596.1		ALV09752.1	
N3.HOG0002021	OG0001800	n0		CCC25597.1		ALV09753.1	
N3.HOG0002022	OG0001801	n0		CCC25601.1		ALV09757.1	
N3.HOG0002023	OG0001802	n0		CCC25602.1		ALV12826.1	
N3.HOG0002024	OG0001803	n0		CCC25612.1		ALV09766.1	
N3.HOG0002025	OG0001804	n0		CCC25614.1		ALV09768.1	
N3.HOG0002026	OG0001805	n0		CCC25615.1		ALV09769.1	
N3.HOG0002027	OG0001806	n0		CCC25616.1		ALV09770.1	
N3.HOG0002028	OG0001807	n0		CCC25617.1		ALV09771.1	
N3.HOG0002029	OG0001808	n0		CCC25618.1		ALV09772.1	
N3.HOG0002030	OG0001809	n0		CCC25619.1		ALV09773.1	
N3.HOG0002031	OG0001810	n0		CCC25620.1		ALV09774.1	
N3.HOG0002032	OG0001811	n0		CCC25630.1		ALV09784.1	
N3.HOG0002033	OG0001812	n0		CCC25631.1		ALV09785.1	
N3.HOG0002034	OG0001813	n0		CCC25636.1		ALV09789.1	
N3.HOG0002035	OG0001814	n0		CCC25639.1		ALV09792.1	
N3.HOG0002036	OG0001815	n0		CCC25643.1		ALV12830.1	
N3.HOG0002037	OG0001816	n0		CCC25644.1		ALV09796.1	
N3.HOG0002038	OG0001817	n0		CCC25645.1		ALV09797.1	
N3.HOG0002039	OG0001818	n0		CCC25658.1		ALV09808.1	
N3.HOG0002040	OG0001819	n0		CCC25662.1		ALV09811.1	
N3.HOG0002041	OG0001820	n0		CCC25663.1		ALV09812.1	
N3.HOG0002042	OG0001821	n0		CCC25665.1		ALV09814.1	
N3.HOG0002043	OG0001822	n0		CCC25681.1		ALV09828.1	
N3.HOG0002044	OG0001823	n0		CCC25691.1		ALV09839.1	
N3.HOG0002045	OG0001824	n0		CCC25698.1		ALV12838.1	
N3.HOG0002046	OG0001825	n0		CCC25699.1		ALV09845.1	
N3.HOG0002047	OG0001826	n0		CCC25704.1		ALV09850.1	
N3.HOG0002048	OG0001827	n0		CCC25705.1		ALV09851.1	
N3.HOG0002049	OG0001828	n0		CCC25706.1		ALV09852.1	
N3.HOG0002050	OG0001829	n0		CCC25708.1		ALV09854.1	
N3.HOG0002051	OG0001830	n0		CCC25710.1		ALV09855.1	
N3.HOG0002052	OG0001831	n0		CCC25711.1		ALV09856.1	
N3.HOG0002053	OG0001832	n0		CCC25712.1		ALV12840.1	
N3.HOG0002054	OG0001833	n0		CCC25729.1		ALV09873.1	
N3.HOG0002055	OG0001834	n0		CCC25730.1		ALV12841.1	
N3.HOG0002056	OG0001835	n0		CCC25731.1		ALV09874.1	
N3.HOG0002057	OG0001836	n0		CCC25734.1		ALV09877.1	
N3.HOG0002058	OG0001837	n0		CCC25752.1		ALV09896.1	
N3.HOG0002059	OG0001838	n0		CCC25753.1		ALV09897.1	
N3.HOG0002060	OG0001839	n0		CCC25754.1		ALV09898.1	
N3.HOG0002061	OG0001840	n0		CCC25755.1		ALV09899.1	
N3.HOG0002062	OG0001841	n0		CCC25756.1		ALV09900.1	
N3.HOG0002063	OG0001842	n0		CCC25761.1		ALV09904.1	
N3.HOG0002064	OG0001843	n0		CCC25762.1		ALV09905.1	
N3.HOG0002065	OG0001844	n0		CCC25767.1		ALV09909.1	
N3.HOG0002066	OG0001845	n0		CCC25768.1		ALV09910.1	
N3.HOG0002067	OG0001846	n0		CCC25769.1		ALV09911.1	
N3.HOG0002068	OG0001847	n0		CCC25771.1		ALV09913.1	
N3.HOG0002069	OG0001848	n0		CCC25772.1		ALV09914.1	
N3.HOG0002070	OG0001849	n0		CCC25773.1		ALV09916.1	
N3.HOG0002071	OG0001850	n0		CCC25774.1		ALV09917.1	
N3.HOG0002072	OG0001851	n0		CCC25775.1		ALV09918.1	
N3.HOG0002073	OG0001852	n0		CCC25776.1		ALV09919.1	
N3.HOG0002074	OG0001853	n0		CCC25777.1		ALV09920.1	
N3.HOG0002075	OG0001854	n0		CCC25778.1		ALV09921.1	
N3.HOG0002076	OG0001855	n0		CCC25793.1		ALV09938.1	
N3.HOG0002077	OG0001856	n0		CCC25809.1		ALV09953.1	
N3.HOG0002078	OG0001857	n0		CCC25811.1		ALV09954.1	
N3.HOG0002079	OG0001858	n0		CCC25817.1		ALV12846.1	
N3.HOG0002080	OG0001859	n0		CCC25818.1		ALV09960.1	
N3.HOG0002081	OG0001860	n0		CCC25819.1		ALV09961.1	
N3.HOG0002082	OG0001861	n0		CCC25836.1		ALV09975.1	
N3.HOG0002083	OG0001862	n0		CCC25837.1		ALV09976.1	
N3.HOG0002084	OG0001863	n0		CCC25841.1		ALV09982.1	
N3.HOG0002085	OG0001864	n0		CCC25846.1		ALV09987.1	
N3.HOG0002086	OG0001865	n0		CCC25847.1		ALV09988.1	
N3.HOG0002087	OG0001866	n0		CCC25848.1		ALV09989.1	
N3.HOG0002088	OG0001867	n0		CCC25849.1		ALV09990.1	
N3.HOG0002089	OG0001868	n0		CCC25853.1		ALV09993.1	
N3.HOG0002090	OG0001869	n0		CCC25857.1		ALV09997.1	
N3.HOG0002091	OG0001870	n0		CCC25859.1		ALV09999.1	
N3.HOG0002092	OG0001871	n0		CCC25860.1		ALV10000.1	
N3.HOG0002093	OG0001872	n0		CCC25862.1		ALV10002.1	
N3.HOG0002094	OG0001873	n0		CCC25863.1		ALV10003.1	
N3.HOG0002095	OG0001874	n0		CCC25867.1		ALV10008.1	
N3.HOG0002096	OG0001875	n0		CCC25869.1		ALV10011.1	
N3.HOG0002097	OG0001876	n0		CCC25870.1		ALV10012.1	
N3.HOG0002098	OG0001877	n0		CCC25873.1		ALV10015.1	
N3.HOG0002099	OG0001878	n0		CCC25880.1		ALV10022.1	
N3.HOG0002100	OG0001879	n0		CCC25881.1		ALV12851.1	
N3.HOG0002101	OG0001880	n0		CCC25883.1		ALV10024.1	
N3.HOG0002102	OG0001881	n0		CCC25886.1		ALV10027.1	
N3.HOG0002103	OG0001882	n0		CCC25888.1		ALV10029.1	
N3.HOG0002104	OG0001883	n0		CCC25894.1		ALV10034.1	
N3.HOG0002105	OG0001884	n0		CCC25900.1		ALV12854.1	
N3.HOG0002106	OG0001885	n0		CCC25904.1		ALV10041.1	
N3.HOG0002107	OG0001886	n0		CCC25908.1		ALV12856.1	
N3.HOG0002108	OG0001887	n0		CCC25909.1		ALV10044.1	
N3.HOG0002109	OG0001888	n0		CCC25910.1		ALV12857.1	
N3.HOG0002110	OG0001889	n0		CCC25916.1		ALV10050.1	
N3.HOG0002111	OG0001890	n0		CCC25919.1		ALV10053.1	
N3.HOG0002112	OG0001891	n0		CCC25921.1		ALV10055.1	
N3.HOG0002113	OG0001892	n0		CCC25924.1		ALV10058.1	
N3.HOG0002114	OG0001893	n0		CCC25926.1		ALV12859.1	
N3.HOG0002115	OG0001894	n0		CCC25932.1		ALV10063.1	
N3.HOG0002116	OG0001895	n0		CCC25933.1		ALV12862.1	
N3.HOG0002117	OG0001896	n0		CCC25936.1		ALV10066.1	
N3.HOG0002118	OG0001897	n0		CCC25939.1		ALV10067.1	
N3.HOG0002119	OG0001898	n0		CCC25945.1		ALV10072.1	
N3.HOG0002120	OG0001899	n0		CCC25946.1		ALV10073.1	
N3.HOG0002121	OG0001900	n0		CCC25947.1		ALV10074.1	
N3.HOG0002122	OG0001901	n0		CCC25949.1		ALV10076.1	
N3.HOG0002123	OG0001902	n0		CCC25950.1		ALV10077.1	
N3.HOG0002124	OG0001903	n0		CCC25951.1		ALV10078.1	
N3.HOG0002125	OG0001904	n0		CCC25954.1		ALV10081.1	
N3.HOG0002126	OG0001905	n0		CCC25962.1		ALV10089.1	
N3.HOG0002127	OG0001906	n0		CCC25963.1		ALV10090.1	
N3.HOG0002128	OG0001907	n0		CCC25968.1		ALV10095.1	
N3.HOG0002129	OG0001908	n0		CCC25970.1		ALV10096.1	
N3.HOG0002130	OG0001909	n0		CCC25978.1		ALV10103.1	
N3.HOG0002131	OG0001910	n0		CCC25979.1		ALV10104.1	
N3.HOG0002132	OG0001911	n0		CCC25985.1		ALV10109.1	
N3.HOG0002133	OG0001912	n0		CCC25987.1		ALV12869.1	
N3.HOG0002134	OG0001913	n0		CCC25989.1		ALV10112.1	
N3.HOG0002135	OG0001914	n0		CCC26000.1		ALV10124.1, ALV11777.1	
N3.HOG0002136	OG0001915	n0		CCC26004.1		ALV10128.1	
N3.HOG0002137	OG0001916	n0		CCC26008.1		ALV10131.1	
N3.HOG0002138	OG0001917	n0		CCC26018.1		ALV12874.1	
N3.HOG0002139	OG0001918	n0		CCC26020.1		ALV10140.1	
N3.HOG0002140	OG0001919	n0		CCC26024.1		ALV10143.1	
N3.HOG0002141	OG0001920	n0		CCC26026.1		ALV12877.1	
N3.HOG0002142	OG0001921	n0		CCC26034.1		ALV12879.1	
N3.HOG0002143	OG0001922	n0		CCC26039.1		ALV10155.1	
N3.HOG0002144	OG0001923	n0		CCC26040.1		ALV10156.1	
N3.HOG0002145	OG0001924	n0		CCC26052.1		ALV10168.1	
N3.HOG0002146	OG0001925	n0		CCC26054.1		ALV12881.1	
N3.HOG0002147	OG0001926	n0		CCC26055.1		ALV10170.1	
N3.HOG0002148	OG0001927	n0		CCC26056.1		ALV10171.1	
N3.HOG0002149	OG0001928	n0		CCC26057.1		ALV10172.1	
N3.HOG0002150	OG0001929	n0		CCC26072.1		ALV10186.1	
N3.HOG0002151	OG0001930	n0		CCC26081.1		ALV12886.1	
N3.HOG0002152	OG0001931	n0		CCC26082.1		ALV10194.1	
N3.HOG0002153	OG0001932	n0		CCC26083.1		ALV10195.1	
N3.HOG0002154	OG0001933	n0		CCC26101.1		ALV10211.1	
N3.HOG0002155	OG0001934	n0		CCC26103.1		ALV10213.1	
N3.HOG0002156	OG0001935	n0		CCC26104.1		ALV10214.1	
N3.HOG0002157	OG0001936	n0		CCC26109.1		ALV10219.1	
N3.HOG0002158	OG0001937	n0		CCC26110.1		ALV10220.1	
N3.HOG0002159	OG0001938	n0		CCC26112.1		ALV10222.1	
N3.HOG0002160	OG0001939	n0		CCC26113.1		ALV10223.1	
N3.HOG0002161	OG0001940	n0		CCC26114.1		ALV10224.1	
N3.HOG0002162	OG0001941	n0		CCC26115.1		ALV10225.1	
N3.HOG0002163	OG0001942	n0		CCC26116.1		ALV10226.1	
N3.HOG0002164	OG0001943	n0		CCC26141.1		ALV10251.1	
N3.HOG0002165	OG0001944	n0		CCC26142.1		ALV12892.1	
N3.HOG0002166	OG0001945	n0		CCC26143.1		ALV10252.1	
N3.HOG0002167	OG0001946	n0		CCC26144.1		ALV12893.1	
N3.HOG0002168	OG0001947	n0		CCC26145.1		ALV10253.1	
N3.HOG0002169	OG0001948	n0		CCC26146.1		ALV10254.1	
N3.HOG0002170	OG0001949	n0		CCC26147.1		ALV10255.1	
N3.HOG0002171	OG0001950	n0		CCC26148.1		ALV10256.1	
N3.HOG0002172	OG0001951	n0		CCC26149.1		ALV10257.1	
N3.HOG0002173	OG0001952	n0		CCC26150.1		ALV12894.1	
N3.HOG0002174	OG0001953	n0		CCC26151.1		ALV10258.1	
N3.HOG0002175	OG0001954	n0		CCC26154.1		ALV10260.1	
N3.HOG0002176	OG0001955	n0		CCC26159.1		ALV12897.1	
N3.HOG0002177	OG0001956	n0		CCC26160.1		ALV12898.1	
N3.HOG0002178	OG0001957	n0		CCC26162.1		ALV10265.1	
N3.HOG0002179	OG0001958	n0		CCC26169.1		ALV10272.1	
N3.HOG0002180	OG0001959	n0		CCC26170.1		ALV12899.1	
N3.HOG0002181	OG0001960	n0		CCC26184.1		ALV10287.1	
N3.HOG0002182	OG0001961	n0		CCC26191.1		ALV10293.1	
N3.HOG0002183	OG0001962	n0		CCC26201.1		ALV10303.1	
N3.HOG0002184	OG0001963	n0		CCC26202.1		ALV10304.1	
N3.HOG0002185	OG0001964	n0		CCC26205.1		ALV10307.1	
N3.HOG0002186	OG0001965	n0		CCC26206.1		ALV12901.1	
N3.HOG0002187	OG0001966	n0		CCC26208.1		ALV10309.1	
N3.HOG0002188	OG0001967	n0		CCC26210.1		ALV10311.1	
N3.HOG0002189	OG0001968	n0		CCC26211.1		ALV10312.1	
N3.HOG0002190	OG0001969	n0		CCC26212.1		ALV10313.1	
N3.HOG0002191	OG0001970	n0		CCC26213.1		ALV12902.1	
N3.HOG0002192	OG0001971	n0		CCC26214.1		ALV10314.1	
N3.HOG0002193	OG0001972	n0		CCC26218.1		ALV12903.1	
N3.HOG0002194	OG0001973	n0		CCC26219.1		ALV12904.1	
N3.HOG0002195	OG0001974	n0		CCC26222.1		ALV10319.1	
N3.HOG0002196	OG0001975	n0		CCC26228.1		ALV10325.1	
N3.HOG0002197	OG0001976	n0		CCC26229.1		ALV10326.1	
N3.HOG0002198	OG0001977	n0		CCC26232.1		ALV12907.1	
N3.HOG0002199	OG0001978	n0		CCC26241.1		ALV10337.1	
N3.HOG0002200	OG0001979	n0		CCC26242.1		ALV10338.1	
N3.HOG0002201	OG0001980	n0		CCC26243.1		ALV12908.1	
N3.HOG0002202	OG0001981	n0		CCC26245.1		ALV10341.1	
N3.HOG0002203	OG0001982	n0		CCC26250.1		ALV10346.1	
N3.HOG0002204	OG0001983	n0		CCC26251.1		ALV10347.1	
N3.HOG0002205	OG0001984	n0		CCC26253.1		ALV10349.1	
N3.HOG0002206	OG0001985	n0		CCC26257.1		ALV10352.1	
N3.HOG0002207	OG0001986	n0		CCC26267.1		ALV10361.1	
N3.HOG0002208	OG0001987	n0		CCC26277.1		ALV12913.1	
N3.HOG0002209	OG0001988	n0		CCC26278.1		ALV12914.1	
N3.HOG0002210	OG0001989	n0		CCC26279.1		ALV10368.1	
N3.HOG0002211	OG0001990	n0		CCC26280.1		ALV10369.1	
N3.HOG0002212	OG0001991	n0		CCC26282.1		ALV12915.1	
N3.HOG0002213	OG0001992	n0		CCC26295.1		ALV10381.1	
N3.HOG0002214	OG0001993	n0		CCC26297.1		ALV10383.1	
N3.HOG0002215	OG0001994	n0		CCC26302.1		ALV10389.1	
N3.HOG0002216	OG0001995	n0		CCC26306.1		ALV10393.1	
N3.HOG0002217	OG0001996	n0		CCC26307.1		ALV10394.1	
N3.HOG0002218	OG0001997	n0		CCC26308.1		ALV10395.1	
N3.HOG0002219	OG0001998	n0		CCC26309.1		ALV10396.1	
N3.HOG0002220	OG0001999	n0		CCC26322.1		ALV10405.1	
N3.HOG0002221	OG0002000	n0		CCC26325.1		ALV10408.1	
N3.HOG0002222	OG0002001	n0		CCC26341.1		ALV10422.1	
N3.HOG0002223	OG0002002	n0		CCC26344.1		ALV10425.1	
N3.HOG0002224	OG0002003	n0		CCC26346.1		ALV10427.1	
N3.HOG0002225	OG0002004	n0		CCC26349.1		ALV10428.1	
N3.HOG0002226	OG0002005	n0		CCC26352.1		ALV12924.1	
N3.HOG0002227	OG0002006	n0		CCC26353.1		ALV10430.1	
N3.HOG0002228	OG0002007	n0		CCC26356.1		ALV10433.1	
N3.HOG0002229	OG0002008	n0		CCC26361.1		ALV10436.1	
N3.HOG0002230	OG0002009	n0		CCC26364.1		ALV10438.1	
N3.HOG0002231	OG0002010	n0		CCC26377.1		ALV10449.1	
N3.HOG0002232	OG0002011	n0		CCC26378.1		ALV12928.1	
N3.HOG0002233	OG0002012	n0		CCC26380.1		ALV10451.1	
N3.HOG0002234	OG0002013	n0		CCC26411.1		ALV10481.1	
N3.HOG0002235	OG0002014	n0		CCC26417.1		ALV10486.1	
N3.HOG0002236	OG0002015	n0		CCC26422.1		ALV10491.1	
N3.HOG0002237	OG0002016	n0		CCC26423.1		ALV12932.1	
N3.HOG0002238	OG0002017	n0		CCC26424.1		ALV10492.1	
N3.HOG0002239	OG0002018	n0		CCC26425.1		ALV10493.1	
N3.HOG0002240	OG0002019	n0		CCC26426.1		ALV10494.1	
N3.HOG0002241	OG0002020	n0		CCC26442.1		ALV10509.1	
N3.HOG0002242	OG0002021	n0		CCC26444.1		ALV10511.1	
N3.HOG0002243	OG0002022	n0		CCC26446.1		ALV10513.1	
N3.HOG0002244	OG0002023	n0		CCC26448.1		ALV10515.1	
N3.HOG0002245	OG0002024	n0		CCC26449.1		ALV10516.1	
N3.HOG0002246	OG0002025	n0		CCC26452.1		ALV10519.1	
N3.HOG0002247	OG0002026	n0		CCC26453.1		ALV10520.1	
N3.HOG0002248	OG0002027	n0		CCC26460.1		ALV10527.1	
N3.HOG0002249	OG0002028	n0		CCC26463.1		ALV10531.1	
N3.HOG0002250	OG0002029	n0		CCC26473.1		ALV10540.1	
N3.HOG0002251	OG0002030	n0		CCC26476.1		ALV10543.1	
N3.HOG0002252	OG0002031	n0		CCC26494.1		ALV10559.1	
N3.HOG0002253	OG0002032	n0		CCC26495.1		ALV12938.1	
N3.HOG0002254	OG0002033	n0		CCC26501.1		ALV10563.1	
N3.HOG0002255	OG0002034	n0		CCC26519.1		ALV10579.1	
N3.HOG0002256	OG0002035	n0		CCC26525.1		ALV10585.1	
N3.HOG0002257	OG0002036	n0		CCC26526.1		ALV10586.1	
N3.HOG0002258	OG0002037	n0		CCC26529.1		ALV10589.1	
N3.HOG0002259	OG0002038	n0		CCC26538.1		ALV10600.1	
N3.HOG0002260	OG0002039	n0		CCC26541.1		ALV10603.1	
N3.HOG0002261	OG0002040	n0		CCC26548.1		ALV12944.1	
N3.HOG0002262	OG0002041	n0		CCC26549.1		ALV10611.1	
N3.HOG0002263	OG0002042	n0		CCC26568.1		ALV10630.1	
N3.HOG0002264	OG0002043	n0		CCC26584.1		ALV10645.1	
N3.HOG0002265	OG0002044	n0		CCC26587.1		ALV10648.1	
N3.HOG0002266	OG0002045	n0		CCC26630.1		ALV10670.1	
N3.HOG0002267	OG0002046	n0		CCC26631.1		ALV10671.1	
N3.HOG0002268	OG0002047	n0		CCC26632.1		ALV10672.1	
N3.HOG0002269	OG0002048	n0		CCC26641.1		ALV10681.1	
N3.HOG0002270	OG0002049	n0		CCC26642.1		ALV10682.1	
N3.HOG0002271	OG0002050	n0		CCC26649.1		ALV10688.1	
N3.HOG0002272	OG0002051	n0		CCC26662.1		ALV10699.1	
N3.HOG0002273	OG0002052	n0		CCC26666.1		ALV12956.1	
N3.HOG0002274	OG0002053	n0		CCC26670.1		ALV10705.1	
N3.HOG0002275	OG0002054	n0		CCC26681.1		ALV10712.1	
N3.HOG0002276	OG0002055	n0		CCC26682.1		ALV10713.1	
N3.HOG0002277	OG0002056	n0		CCC26692.1		ALV10722.1	
N3.HOG0002278	OG0002057	n0		CCC26703.1		ALV10732.1	
N3.HOG0002279	OG0002058	n0		CCC26704.1		ALV10733.1	
N3.HOG0002280	OG0002059	n0		CCC26705.1		ALV10734.1	
N3.HOG0002281	OG0002060	n0		CCC26706.1		ALV10735.1	
N3.HOG0002282	OG0002061	n0		CCC26707.1		ALV10736.1	
N3.HOG0002283	OG0002062	n0		CCC26711.1		ALV10740.1	
N3.HOG0002284	OG0002063	n0		CCC26716.1		ALV10745.1	
N3.HOG0002285	OG0002064	n0		CCC26718.1		ALV10746.1	
N3.HOG0002286	OG0002065	n0		CCC26722.1		ALV10748.1	
N3.HOG0002287	OG0002066	n0		CCC26754.1		ALV10775.1	
N3.HOG0002288	OG0002067	n0		CCC26756.1		ALV10776.1	
N3.HOG0002289	OG0002068	n0		CCC26774.1		ALV10792.1	
N3.HOG0002290	OG0002069	n0		CCC26778.1		ALV10796.1	
N3.HOG0002291	OG0002070	n0		CCC26779.1		ALV12969.1	
N3.HOG0002292	OG0002071	n0		CCC26780.1		ALV10797.1	
N3.HOG0002293	OG0002072	n0		CCC26791.1		ALV10807.1	
N3.HOG0002294	OG0002073	n0		CCC26811.1		ALV12971.1	
N3.HOG0002295	OG0002074	n0		CCC26812.1		ALV10826.1	
N3.HOG0002296	OG0002075	n0		CCC26817.1		ALV12972.1	
N3.HOG0002297	OG0002076	n0		CCC26821.1		ALV10834.1	
N3.HOG0002298	OG0002077	n0		CCC26835.1		ALV10846.1	
N3.HOG0002299	OG0002078	n0		CCC26837.1		ALV10847.1	
N3.HOG0002300	OG0002079	n0		CCC26840.1		ALV12977.1	
N3.HOG0002301	OG0002080	n0		CCC26843.1		ALV10852.1	
N3.HOG0002302	OG0002081	n0		CCC26845.1		ALV10854.1	
N3.HOG0002303	OG0002082	n0		CCC26847.1		ALV10856.1	
N3.HOG0002304	OG0002083	n0		CCC26858.1		ALV10864.1	
N3.HOG0002305	OG0002084	n0		CCC26864.1		ALV10870.1	
N3.HOG0002306	OG0002085	n0		CCC26868.1		ALV10873.1	
N3.HOG0002307	OG0002086	n0		CCC26869.1		ALV10874.1	
N3.HOG0002308	OG0002087	n0		CCC26871.1		ALV10875.1	
N3.HOG0002309	OG0002088	n0		CCC26873.1		ALV12982.1	
N3.HOG0002310	OG0002089	n0		CCC26877.1		ALV10879.1	
N3.HOG0002311	OG0002090	n0		CCC26878.1		ALV10880.1	
N3.HOG0002312	OG0002091	n0		CCC26906.1		ALV10906.1	
N3.HOG0002313	OG0002092	n0		CCC26908.1		ALV10908.1	
N3.HOG0002314	OG0002093	n0		CCC26915.1		ALV12985.1	
N3.HOG0002315	OG0002094	n0		CCC26916.1		ALV10915.1	
N3.HOG0002316	OG0002095	n0		CCC26917.1		ALV10916.1	
N3.HOG0002317	OG0002096	n0		CCC26926.1		ALV10925.1	
N3.HOG0002318	OG0002097	n0		CCC26933.1		ALV10933.1	
N3.HOG0002319	OG0002098	n0		CCC26934.1		ALV10934.1	
N3.HOG0002320	OG0002099	n0		CCC26936.1			
N3.HOG0002321	OG0002100	n0		CCC26939.1		ALV10938.1	
N3.HOG0002322	OG0002101	n0		CCC26949.1		ALV10948.1	
N3.HOG0002323	OG0002102	n0		CCC26950.1		ALV10949.1	
N3.HOG0002324	OG0002103	n0		CCC26951.1		ALV10950.1	
