Orthogroup	Mafric	Mavium	Mbovis	Mlepra	Mmicro
OG0000858	CCC26578.1	AAS03526.1	ALV10640.1	CAC30760.1	AMC59089.1
OG0000859	CCC26579.1	AAS03527.1	ALV10641.1	CAC30759.1	AMC59090.1
OG0000860	CCC26580.1	AAS03528.1	ALV10642.1	CAC30758.1	AMC59091.1
OG0000861	CCC26581.1	AAS03529.1	ALV12945.1	CAC30757.1	AMC59092.1
OG0000862	CCC26582.1	AAS03530.1	ALV10643.1	CAC30756.1	AMC59093.1
OG0000863	CCC26588.1	AAS03542.1	ALV12946.1	CAC30753.1	AMC59100.1
OG0000864	CCC26616.1	"AAS03735.1, AAS06311.1"	ALV10658.1		AMC59126.1
OG0000865	CCC26634.1	"AAS03562.1, AAS06802.1"	ALV10674.1		AMC59150.1
OG0000866	CCC26635.1	AAS03563.1	ALV10675.1	CAC31576.1	AMC59151.1
OG0000867	CCC26636.1	"AAS02495.1, AAS03565.1"	ALV10676.1		AMC59152.1
OG0000868	CCC26637.1	AAS03566.1	ALV10677.1	CAC31579.1	AMC59153.1
OG0000869	CCC26638.1	AAS03567.1	ALV10678.1	CAC31580.1	AMC59154.1
OG0000870	CCC26639.1	AAS03568.1	ALV10679.1	CAC31581.1	AMC59155.1
OG0000871	CCC26643.1	"AAS03572.1, AAS06406.1"	ALV10683.1		AMC59159.1
OG0000872	CCC26645.1	"AAS03573.1, AAS03812.1"	ALV10685.1		AMC59161.1
OG0000873	CCC26646.1	AAS03574.1	ALV10686.1	CAC31588.1	AMC59162.1
OG0000874	CCC26648.1	"AAS03577.1, AAS04026.1"	ALV10687.1		AMC59164.1
OG0000875	CCC26654.1	"AAS05600.1, AAS06709.1"	ALV10693.1		AMC59171.1
OG0000876	CCC26658.1	AAS03581.1	ALV10696.1	CAC31590.1	AMC59175.1
OG0000877	CCC26663.1	"AAS03587.1, AAS05810.1"	ALV12955.1		AMC59180.1
OG0000878	CCC26665.1	AAS03589.1	ALV10701.1	CAC31595.1	AMC59182.1
OG0000879	CCC26667.1	AAS03591.1	ALV10702.1	CAC31597.1	AMC59184.1
OG0000880	CCC26668.1	AAS03592.1	ALV10703.1	CAC31598.1	AMC59185.1
OG0000881	CCC26669.1	AAS03593.1	ALV10704.1	CAC31599.1	AMC59186.1
OG0000882	CCC26673.1	AAS03600.1	ALV12958.1	CAC31601.1	AMC59189.1
OG0000883	CCC26674.1	AAS03601.1	ALV10706.1	CAC31602.1	AMC59190.1
OG0000884	CCC26675.1	AAS03602.1	ALV10707.1	CAC31603.1	AMC59191.1
OG0000885	CCC26676.1	"AAS03603.1, AAS06839.1"	ALV10708.1		AMC59192.1
OG0000886	CCC26677.1	AAS03605.1	ALV10709.1	CAC31605.1	AMC59193.1
OG0000887	CCC26678.1	AAS03606.1	ALV10710.1	CAC31606.1	AMC59194.1
OG0000888	CCC26680.1	AAS03608.1	ALV12959.1	CAC31608.1	AMC59196.1
OG0000889	CCC26683.1	AAS03610.1	ALV10714.1	CAC31638.1	AMC59199.1
OG0000890	CCC26684.1	AAS03611.1	ALV10715.1	CAC31639.1	AMC59200.1
OG0000891	CCC26685.1	AAS03612.1	ALV10716.1	CAC31640.1	AMC59201.1
OG0000892	CCC26686.1	AAS03613.1	ALV10717.1	CAC31641.1	AMC59202.1
OG0000893	CCC26687.1	AAS03614.1	ALV12960.1	CAC31642.1	AMC59203.1
OG0000894	CCC26688.1	"AAS03615.1, AAS06698.1"	ALV10718.1		AMC59204.1
OG0000895	CCC26689.1	AAS03616.1	ALV10719.1	CAC31644.1	AMC59205.1
OG0000896	CCC26690.1	AAS03617.1	ALV10720.1	CAC31645.1	AMC59206.1
OG0000897	CCC26691.1	AAS03618.1	ALV10721.1	CAC31648.1	AMC59207.1
OG0000898	CCC26693.1	AAS03620.1	ALV12961.1	CAC31650.1	AMC59209.1
OG0000899	CCC26694.1	AAS03621.1	ALV10723.1	CAC31651.1	AMC59210.1
OG0000900	CCC26695.1	AAS03622.1	ALV10724.1	CAC31652.1	AMC59211.1
OG0000901	CCC26696.1	AAS03623.1	ALV10725.1	CAC31653.1	AMC59212.1
OG0000902	CCC26697.1	AAS03624.1	ALV10726.1	CAC31654.1	AMC59213.1
OG0000903	CCC26698.1	AAS03625.1	ALV10727.1	CAC31655.1	AMC59214.1
OG0000904	CCC26701.1	AAS03627.1	ALV10730.1	CAC31658.1	AMC59217.1
OG0000905	CCC26702.1	AAS03628.1	ALV10731.1	CAC31659.1	AMC59218.1
OG0000906	CCC26709.1	AAS03635.1	ALV10738.1	CAC31857.1	AMC59225.1
OG0000907	CCC26710.1	AAS03636.1	ALV10739.1	CAC31667.1	AMC59226.1
OG0000908	CCC26712.1	"AAS03114.1, AAS03638.1"	ALV10741.1		AMC59228.1
OG0000909	CCC26713.1	AAS03639.1	ALV10742.1	CAC31762.1	AMC59229.1
OG0000910	CCC26714.1	AAS03642.1	ALV10743.1	CAC31763.1	AMC59230.1
OG0000911	CCC26715.1	AAS03643.1	ALV10744.1	CAC31764.1	AMC59231.1
OG0000912	CCC26717.1	AAS03652.1	ALV12962.1	CAC31768.1	AMC59233.1
OG0000913	CCC26720.1	AAS03656.1	ALV10747.1	CAC31771.1	AMC59237.1
OG0000914	CCC26721.1	AAS03658.1	ALV12965.1	CAC31773.1	AMC59239.1
OG0000915	CCC26724.1	AAS03668.1	ALV10750.1	CAC31774.1	AMC59243.1
OG0000916	CCC26725.1	AAS03669.1	ALV10751.1	CAC31775.1	AMC59244.1
OG0000917	CCC26726.1	AAS03670.1	ALV10752.1	CAC31776.1	AMC59245.1
OG0000918	CCC26727.1	AAS03671.1	ALV10753.1	CAC31777.1	AMC59246.1
OG0000919	CCC26728.1	AAS03672.1	ALV10754.1	CAC31778.1	AMC59247.1
OG0000920	CCC26731.1	AAS03674.1	ALV10757.1	CAC31780.1	AMC59250.1
OG0000921	CCC26732.1	"AAS02654.1, AAS03675.1"	ALV10758.1		AMC59251.1
OG0000922	CCC26733.1	AAS03676.1	ALV10759.1	CAC30352.1	AMC59252.1
OG0000923	CCC26734.1	AAS03677.1	ALV10760.1	CAC30353.1	AMC59253.1
OG0000924	CCC26736.1	AAS03678.1	ALV10762.1	CAC30357.1	AMC59258.1
OG0000925	CCC26737.1	AAS03679.1	ALV10763.1	CAC30358.1	AMC59259.1
OG0000926	CCC26738.1	AAS03680.1	ALV10764.1	CAC30359.1	AMC59260.1
OG0000927	CCC26739.1	AAS03681.1	ALV10765.1	CAC30360.1	AMC59261.1
OG0000928	CCC26740.1	AAS03682.1	ALV10766.1	CAC30361.1	AMC59262.1
OG0000929	CCC26741.1	AAS03683.1	ALV10767.1	CAC30362.1	AMC59263.1
OG0000930	CCC26742.1	AAS03684.1	ALV10768.1	CAC30363.1	AMC59264.1
OG0000931	CCC26743.1	AAS03685.1	ALV10769.1	CAC30364.1	AMC59265.1
OG0000932	CCC26771.1	AAS03706.1	ALV12968.1	CAC31727.1	AMC59292.1
OG0000933	CCC26772.1	AAS03707.1	ALV10790.1	CAC31728.1	AMC59293.1
OG0000934	CCC26773.1	"AAS03708.1, AAS04369.1"	ALV10791.1		AMC59294.1
OG0000935	CCC26775.1	"AAS03710.1, AAS06083.1"	ALV10793.1		AMC59296.1
OG0000936	CCC26776.1	AAS03712.1	ALV10794.1	CAC31732.1	AMC59297.1
OG0000937	CCC26777.1	AAS03713.1	ALV10795.1	CAC31733.1	AMC59298.1
OG0000938	CCC26781.1	AAS03717.1	ALV10798.1	CAC31738.1	AMC59303.1
OG0000939	CCC26782.1	AAS03718.1	ALV10799.1	CAC31739.1	AMC59304.1
OG0000940	CCC26783.1	AAS03719.1	ALV10800.1	CAC31740.1	AMC59305.1
OG0000941	CCC26784.1	AAS03720.1	ALV10801.1	CAC31741.1	AMC59306.1
OG0000942	CCC26785.1	AAS03721.1	ALV10802.1	CAC31742.1	AMC59307.1
OG0000943	CCC26786.1	AAS03722.1	ALV10803.1	CAC31743.1	AMC59308.1
OG0000944	CCC26787.1	AAS03723.1	ALV10804.1	CAC31744.1	AMC59309.1
OG0000945	CCC26788.1	"AAS03724.1, AAS04794.1"	ALV10805.1		AMC59310.1
OG0000946	CCC26798.1	AAS03728.1	ALV10814.1	CAC31749.1	AMC59325.1
OG0000947	CCC26799.1	AAS03729.1	ALV10815.1	CAC31750.1	AMC59327.1
OG0000948	CCC26800.1	AAS03730.1	ALV10816.1	CAC31751.1	AMC59328.1
OG0000949	CCC26801.1	AAS03731.1	ALV10817.1	CAC31752.1	AMC59329.1
OG0000950	CCC26802.1	AAS03732.1	ALV10818.1	CAC31753.1	AMC59330.1
OG0000951	CCC26839.1	"AAS03781.1, AAS06844.1"	ALV10849.1		AMC59371.1
OG0000952	CCC26850.1	"AAS03770.1, AAS04286.1"	ALV10859.1		AMC59388.1
OG0000953	CCC26872.1	AAS03811.1	ALV10876.1	CAC31761.1	AMC59408.1
OG0000954	CCC26874.1	AAS03818.1	ALV10877.1	CAC30495.1	AMC59410.1
OG0000955	CCC26876.1	AAS03819.1	ALV10878.1	CAC30494.1	AMC59411.1
OG0000956	CCC26886.1	AAS03826.1	ALV10886.1	CAC30491.1	AMC59421.1
OG0000957	CCC26887.1	AAS03827.1	ALV10887.1	CAC30490.1	AMC59422.1
OG0000958	CCC26888.1	AAS03828.1	ALV10888.1	CAC30489.1	AMC59424.1
OG0000959	CCC26889.1	AAS03829.1	ALV10889.1	CAC30488.1	AMC59425.1
OG0000960	CCC26890.1	AAS03830.1	ALV10890.1	CAC30487.1	AMC59426.1
OG0000961	CCC26903.1	"AAS03654.1, AAS03841.1"	ALV10903.1		AMC59441.1
OG0000962	CCC26904.1	AAS03264.1	ALV10904.1		"AMC59442.1, AMC59443.1"
OG0000963	CCC26907.1	"AAS03843.1, AAS05615.1"	ALV10907.1		AMC59446.1
OG0000964	CCC26909.1	"AAS03764.1, AAS03847.1"	ALV10909.1		AMC59448.1
OG0000965	CCC26911.1	AAS03848.1	ALV10911.1	CAC31039.1	AMC59451.1
OG0000966	CCC26913.1	AAS03851.1	ALV10913.1	CAC31037.1	AMC59453.1
OG0000967	CCC26914.1	AAS03852.1	ALV10914.1	CAC31036.1	AMC59454.1
OG0000968	CCC26918.1	AAS03856.1	ALV10917.1	CAC31032.1	AMC59458.1
OG0000969	CCC26919.1	AAS03857.1	ALV10918.1	CAC31031.1	AMC59459.1
OG0000970	CCC26920.1	AAS03858.1	ALV10919.1	CAC31030.1	AMC59460.1
OG0000971	CCC26921.1	AAS03859.1	ALV10920.1	CAC31029.1	AMC59461.1
OG0000972	CCC26922.1	AAS03860.1	ALV10921.1	CAC31028.1	AMC59462.1
OG0000973	CCC26924.1	AAS03862.1	ALV10923.1	CAC31027.1	AMC59463.1
OG0000974	CCC26928.1	AAS03865.1	ALV10927.1	CAC31025.1	AMC59467.1
OG0000975	CCC26929.1	AAS03866.1	ALV10928.1	CAC31024.1	AMC59468.1
OG0000976	CCC26935.1	AAS03873.1	ALV10935.1	CAC31021.1	AMC59475.1
OG0000977	CCC26937.1	AAS03875.1	ALV10936.1	CAC31019.1	AMC59477.1
OG0000978	CCC26938.1	AAS03876.1	ALV10937.1	CAC31018.1	AMC59478.1
OG0000979	CCC26948.1	AAS03881.1	ALV10947.1	CAC31014.1	AMC59488.1
OG0000980	CCC26952.1	AAS03886.1	ALV10951.1	CAC31010.1	AMC59492.1
OG0000981	CCC26953.1	AAS03887.1	ALV10952.1	CAC31009.1	AMC59493.1
OG0000982	CCC26954.1	AAS03888.1	ALV10953.1	CAC31008.1	AMC59494.1
OG0000983	CCC26957.1	"AAS03891.1, AAS04033.1"	ALV10956.1		AMC59497.1
OG0000984	CCC26959.1	"AAS03215.1, AAS03894.1"	ALV10958.1		AMC59499.1
OG0000985	CCC26963.1	AAS03900.1	ALV10962.1	CAC31003.1	AMC59503.1
OG0000986	CCC26964.1	AAS03902.1	ALV10963.1	CAC31001.1	AMC59504.1
OG0000987	CCC26968.1	AAS03912.1	ALV12986.1	CAC30993.1	AMC59508.1
OG0000988	CCC26973.1	"AAS03095.1, AAS03921.1"	ALV10970.1		AMC59514.1
OG0000989	CCC26976.1	AAS03924.1	ALV10973.1	CAC30985.1	AMC59517.1
OG0000990	CCC26979.1	AAS03928.1	ALV10976.1		"AMC59521.1, AMC59522.1"
OG0000991	CCC26989.1	AAS03939.1	ALV10983.1	CAC30975.1	AMC59533.1
OG0000992	CCC26994.1	AAS03942.1	ALV10988.1	CAC30970.1	AMC59539.1
OG0000993	CCC26996.1	AAS03945.1	ALV10989.1	CAC30967.1	AMC59541.1
OG0000994	CCC26998.1	AAS03946.1	ALV10990.1	CAC30966.1	AMC59543.1
OG0000995	CCC27009.1	AAS03960.1	ALV10999.1	CAC30940.1	AMC59554.1
OG0000996	CCC27012.1	AAS03963.1	ALV11001.1	CAC30938.1	AMC59559.1
OG0000997	CCC27019.1	"AAS04035.1, AAS05267.1"	ALV11007.1		AMC59568.1
OG0000998	CCC27024.1	AAS03969.1	ALV11011.1		"AMC59572.1, AMC59573.1"
OG0000999	CCC27123.1	AAS04083.1	ALV11104.1	CAC30375.1	AMC59684.1
OG0001000	CCC27124.1	AAS04084.1	ALV11105.1	CAC30376.1	AMC59685.1
OG0001001	CCC27125.1	AAS04085.1	ALV11106.1	CAC30377.1	AMC59687.1
OG0001002	CCC27126.1	AAS04086.1	ALV11107.1	CAC30378.1	AMC59688.1
OG0001003	CCC27135.1	AAS04115.1	ALV11115.1	CAC30389.1	AMC59698.1
OG0001004	CCC27137.1	"AAS04118.1, AAS06204.1"	ALV11116.1		AMC59702.1
OG0001005	CCC27139.1	AAS04120.1	ALV11118.1	CAC30394.1	AMC59704.1
OG0001006	CCC27145.1	"AAS02804.1, AAS06324.1"		CAC29843.1	AMC59710.1
OG0001007	CCC27146.1	AAS04121.1	ALV11123.1	CAC30396.1	AMC59711.1
OG0001008	CCC27154.1	AAS04131.1	ALV11132.1	CAC30398.1	AMC59721.1
OG0001009	CCC27175.1	AAS04143.1	ALV11152.1	CAC31715.1	AMC59746.1
OG0001010	CCC27176.1	AAS04145.1	ALV11153.1	CAC31714.1	AMC59747.1
OG0001011	CCC27177.1	AAS04146.1	ALV11154.1	CAC31713.1	AMC59748.1
OG0001012	CCC27178.1	AAS04147.1	ALV13011.1	CAC31712.1	AMC59749.1
OG0001013	CCC27179.1	AAS04148.1	ALV11155.1	CAC31711.1	AMC59750.1
OG0001014	CCC27180.1	AAS04149.1	ALV11156.1	CAC31710.1	AMC59751.1
OG0001015	CCC27181.1	AAS04150.1	ALV11157.1	CAC31709.1	AMC59752.1
OG0001016	"CCC27184.1, CCC28860.1"		ALV11159.1		"AMC59755.1, AMC61591.1"
OG0001017	CCC27191.1	AAS04151.1	ALV11167.1	CAC31704.1	AMC59764.1
OG0001018	CCC27192.1	AAS04152.1	ALV11168.1	CAC31703.1	AMC59765.1
OG0001019	CCC27193.1	AAS04153.1	ALV13012.1	CAC31702.1	AMC59766.1
OG0001020	CCC27194.1	AAS04154.1	ALV11169.1	CAC31701.1	AMC59767.1
OG0001021	CCC27198.1	AAS04157.1	ALV11172.1	CAC31696.1	AMC59773.1
OG0001022	CCC27199.1	AAS04158.1	ALV11173.1	CAC31695.1	AMC59774.1
OG0001023	CCC27200.1	AAS04159.1	ALV11174.1	CAC31694.1	AMC59775.1
OG0001024	CCC27201.1	AAS04160.1	ALV11175.1	CAC31693.1	AMC59776.1
OG0001025	CCC27203.1	AAS04163.1	ALV11177.1	CAC31691.1	AMC59778.1
OG0001026	CCC27204.1	AAS04164.1	ALV11178.1	CAC31690.1	AMC59779.1
OG0001027	CCC27207.1	AAS04177.1	ALV11181.1	CAC31687.1	AMC59782.1
OG0001028	CCC27212.1	AAS04193.1	ALV11187.1	CAC31683.1	AMC59788.1
OG0001029	CCC27215.1	AAS04195.1	ALV11189.1	CAC31681.1	AMC59792.1
OG0001030	CCC27216.1	AAS04196.1	ALV11190.1	CAC31680.1	AMC59793.1
OG0001031	CCC27217.1	AAS04197.1	ALV11191.1	CAC31679.1	AMC59794.1
OG0001032	CCC27218.1	AAS03892.1	ALV13015.1	CAC31678.1	AMC59795.1
OG0001033	CCC27221.1	AAS04200.1	ALV11195.1	CAC31674.1	AMC59800.1
OG0001034	CCC27222.1	AAS04202.1	ALV11196.1	CAC31670.1	AMC59801.1
OG0001035	CCC27223.1	AAS04203.1	ALV13016.1	CAC31669.1	AMC59802.1
OG0001036	CCC27226.1	AAS04205.1	ALV11199.1	CAC31304.1	AMC59806.1
OG0001037	CCC27228.1	AAS04207.1	ALV11201.1	CAC31302.1	AMC59808.1
OG0001038	CCC27229.1	AAS04208.1	ALV11202.1	CAC31301.1	AMC59809.1
OG0001039	CCC27230.1	AAS04209.1	ALV11203.1	CAC31300.1	AMC59810.1
OG0001040	CCC27231.1	AAS04210.1	ALV11204.1	CAC31299.1	AMC59811.1
OG0001041	CCC27232.1	AAS04211.1	ALV11205.1	CAC31298.1	AMC59812.1
OG0001042	CCC27234.1	AAS04213.1	ALV11207.1	CAC31296.1	AMC59814.1
OG0001043	CCC27235.1	AAS04214.1	ALV11208.1	CAC31295.1	AMC59815.1
OG0001044	CCC27237.1	AAS04216.1	ALV13018.1	CAC31293.1	AMC59817.1
OG0001045	CCC27238.1	AAS04217.1	ALV11209.1	CAC31292.1	AMC59819.1
OG0001046	CCC27239.1	AAS04218.1	ALV11210.1	CAC31291.1	AMC59820.1
OG0001047	CCC27240.1	AAS04219.1	ALV11211.1	CAC31290.1	AMC59821.1
OG0001048	CCC27246.1	AAS04220.1	ALV11216.1	CAC31289.1	AMC59829.1
OG0001049	CCC27247.1	AAS04221.1	ALV11217.1	CAC31288.1	AMC59830.1
OG0001050	CCC27248.1	AAS04222.1	ALV13019.1	CAC31287.1	AMC59831.1
OG0001051	CCC27249.1	AAS04223.1	ALV11218.1	CAC31286.1	AMC59832.1
OG0001052	CCC27250.1	AAS04224.1	ALV11219.1	CAC31285.1	AMC59833.1
OG0001053	CCC27251.1	AAS04225.1	ALV11220.1	CAC31284.1	AMC59834.1
OG0001054	CCC27252.1	AAS04226.1	ALV13020.1	CAC31283.1	AMC59835.1
OG0001055	CCC27253.1	AAS04227.1	ALV11221.1	CAC31282.1	AMC59836.1
OG0001056	CCC27256.1	AAS04230.1	ALV11223.1	CAC31279.1	AMC59839.1
OG0001057	CCC27257.1	AAS04231.1	ALV11224.1	CAC31278.1	AMC59840.1
OG0001058	CCC27259.1	AAS04233.1	ALV11226.1	CAC31277.1	AMC59842.1
OG0001059	CCC27260.1	AAS04234.1	ALV11227.1	CAC31276.1	AMC59843.1
OG0001060	CCC27262.1	AAS04236.1	ALV11229.1	CAC31274.1	AMC59845.1
OG0001061	CCC27263.1	AAS04237.1	ALV11230.1	CAC31273.1	AMC59846.1
OG0001062	CCC27264.1	AAS04238.1	ALV13021.1	CAC31272.1	AMC59847.1
OG0001063	CCC27265.1	AAS04239.1	ALV11231.1	CAC31271.1	AMC59848.1
OG0001064	CCC27266.1	AAS04240.1	ALV11232.1	CAC31270.1	AMC59849.1
OG0001065	CCC27267.1	AAS04241.1	ALV11233.1	CAC31269.1	AMC59850.1
OG0001066	CCC27269.1	AAS04243.1	ALV11234.1	CAC31267.1	AMC59853.1
OG0001067	CCC27271.1	AAS04245.1	ALV11235.1	CAC31266.1	AMC59855.1
OG0001068	CCC27275.1	AAS04250.1	ALV11239.1	CAC31262.1	AMC59860.1
OG0001069	CCC27277.1	AAS04252.1	ALV11241.1	CAC31260.1	AMC59863.1
OG0001070	CCC27278.1	AAS04254.1	ALV11242.1	CAC31259.1	AMC59864.1
OG0001071	CCC27279.1	AAS04255.1	ALV11243.1	CAC31258.1	AMC59865.1
OG0001072	CCC27280.1	AAS04256.1	ALV11244.1	CAC31257.1	AMC59866.1
OG0001073	CCC27281.1	AAS04257.1	ALV11245.1	CAC31256.1	AMC59867.1
OG0001074	CCC27283.1	AAS04259.1	ALV11247.1	CAC31254.1	AMC59869.1
OG0001075	CCC27284.1	AAS04260.1	ALV11248.1	CAC31253.1	AMC59870.1
OG0001076	CCC27285.1	AAS04261.1	ALV11249.1	CAC31252.1	AMC59871.1
OG0001077	CCC27287.1	AAS04263.1	ALV11251.1	CAC31250.1	AMC59875.1
OG0001078	CCC27288.1	AAS04265.1	ALV11252.1	CAC31249.1	AMC59877.1
OG0001079	CCC27291.1	AAS04267.1	ALV11255.1	CAC31247.1	AMC59880.1
OG0001080	CCC27292.1	AAS04268.1	ALV11256.1	CAC31246.1	AMC59881.1
OG0001081	CCC27294.1	AAS04270.1	ALV11258.1	CAC31245.1	AMC59884.1
OG0001082	CCC27295.1	AAS04272.1	ALV13026.1	CAC31243.1	AMC59885.1
OG0001083	CCC27296.1	AAS04273.1	ALV11259.1	CAC31242.1	AMC59886.1
OG0001084	CCC27298.1	AAS04275.1	ALV11261.1	CAC31240.1	AMC59889.1
OG0001085	CCC27299.1	AAS04276.1	ALV11262.1	CAC31239.1	AMC59890.1
OG0001086	CCC27300.1	AAS04277.1	ALV11263.1	CAC31238.1	AMC59891.1
OG0001087	CCC27302.1	AAS04279.1	ALV11265.1	CAC31306.1	AMC59893.1
OG0001088	CCC27303.1	AAS04282.1	ALV11266.1	CAC30581.1	AMC59894.1
OG0001089	CCC27304.1	AAS04283.1	ALV11267.1	CAC30582.1	AMC59895.1
OG0001090	CCC27305.1	AAS04284.1	ALV13027.1	CAC30583.1	AMC59896.1
OG0001091	CCC27306.1	AAS04285.1	ALV11268.1	CAC30584.1	AMC59897.1
OG0001092	CCC27307.1	AAS04287.1	ALV11270.1	CAC30586.1	AMC59898.1
OG0001093	CCC27310.1	AAS04297.1	ALV11273.1	CAC30588.1	AMC59901.1
OG0001094	CCC27311.1	AAS04298.1	ALV11274.1	CAC30589.1	AMC59902.1
OG0001095	CCC27312.1	AAS04299.1	ALV11275.1	CAC30590.1	AMC59903.1
OG0001096	CCC27316.1	AAS04303.1	ALV11279.1	CAC30595.1	AMC59908.1
OG0001097	CCC27320.1	AAS04309.1	ALV13031.1	CAC30600.1	AMC59913.1
OG0001098	CCC27322.1	AAS04311.1	ALV11283.1	CAC30602.1	AMC59915.1
OG0001099	CCC27324.1	AAS04313.1	ALV11285.1	CAC30604.1	AMC59918.1
OG0001100	CCC27325.1	AAS04314.1	ALV11286.1	CAC30605.1	AMC59919.1
OG0001101	CCC27328.1	AAS04317.1	ALV11289.1	CAC30608.1	AMC59922.1
OG0001102	CCC27338.1	AAS04323.1	ALV11297.1	CAC30735.1	AMC59933.1
OG0001103	CCC27339.1	AAS04324.1	ALV11298.1	CAC30736.1	AMC59934.1
OG0001104	CCC27340.1	AAS04325.1	ALV11299.1	CAC30737.1	AMC59935.1
OG0001105	CCC27344.1	"AAS04329.1, AAS06382.1"	ALV11302.1		AMC59939.1
OG0001106	CCC27365.1	"AAS04360.1, AAS05034.1"	ALV11322.1		AMC59960.1
OG0001107	CCC27371.1	AAS04372.1	ALV11329.1	CAC30747.1	AMC59965.1
OG0001108	CCC27398.1	AAS04407.1	ALV11351.1	CAC30721.1	AMC59996.1
OG0001109	CCC27399.1	AAS04408.1	ALV11352.1	CAC30722.1	AMC59997.1
OG0001110	CCC27400.1	AAS04409.1	ALV11353.1	CAC30723.1	AMC59998.1
OG0001111	CCC27407.1	AAS04414.1	ALV11360.1	CAC31230.1	AMC60005.1
OG0001112	CCC27408.1	AAS04415.1	ALV13042.1	CAC31229.1	AMC60006.1
OG0001113	CCC27417.1	AAS04440.1	ALV11369.1	CAC30349.1	AMC60016.1
OG0001114	CCC27418.1	AAS04441.1	ALV11370.1	CAC30348.1	AMC60017.1
OG0001115	CCC27425.1	AAS04446.1	ALV13047.1	CAC30344.1	AMC60024.1
OG0001116	CCC27426.1	AAS04447.1	ALV11375.1	CAC30343.1	AMC60025.1
OG0001117	CCC27427.1	AAS04449.1	ALV11376.1	CAC30341.1	AMC60026.1
OG0001118	CCC27441.1	AAS04454.1	ALV11380.1	CAC30336.1	AMC60040.1
OG0001119	CCC27442.1	AAS04455.1	ALV11381.1	CAC30335.1	AMC60041.1
OG0001120	CCC27445.1	AAS04458.1	ALV11384.1	CAC30142.1	AMC60044.1
OG0001121	CCC27446.1	AAS04459.1	ALV11385.1	CAC30141.1	AMC60045.1
OG0001122	CCC27448.1	AAS04462.1	ALV13048.1	CAC30139.1	AMC60048.1
OG0001123	CCC27451.1	AAS04476.1	ALV11389.1	CAC30136.1	AMC60051.1
OG0001124	CCC27452.1	AAS04477.1	ALV11390.1	CAC30135.1	AMC60052.1
OG0001125	CCC27456.1	AAS04478.1	ALV11393.1	CAC30134.1	AMC60056.1
OG0001126	CCC27457.1	AAS04479.1	ALV11394.1	CAC30133.1	AMC60057.1
OG0001127	CCC27458.1	AAS04480.1	ALV11395.1	CAC30132.1	AMC60059.1
OG0001128	CCC27466.1	AAS04492.1	"ALV09650.1, ALV13050.1"		AMC60068.1
OG0001129	CCC27467.1	"AAS04494.1, AAS06291.1"	ALV11402.1		AMC60069.1
OG0001130	CCC27475.1	"AAS04352.1, AAS04525.1"	ALV11411.1		AMC60079.1
OG0001131	CCC27476.1	"AAS04353.1, AAS04526.1"	ALV11412.1		AMC60081.1
OG0001132	CCC27484.1	AAS04530.1	ALV11422.1	CAC30123.1	AMC60090.1
OG0001133	CCC27486.1	AAS04531.1	ALV11424.1	CAC30122.1	AMC60091.1
OG0001134	CCC27487.1	"AAS03701.1, AAS04532.1"	ALV11425.1		AMC60092.1
OG0001135	CCC27489.1	AAS04534.1	ALV11427.1	CAC30119.1	AMC60094.1
OG0001136	CCC27494.1	AAS04538.1	ALV11431.1	CAC30115.1	AMC60098.1
OG0001137	CCC27495.1	AAS04539.1	ALV11432.1	CAC30114.1	AMC60099.1
OG0001138	CCC27496.1	AAS04540.1	ALV11433.1	CAC30113.1	AMC60100.1
OG0001139	CCC27497.1	AAS04541.1	ALV11434.1	CAC30112.1	AMC60101.1
OG0001140	CCC27498.1	AAS04542.1	ALV11435.1	CAC30111.1	AMC60102.1
OG0001141	CCC27504.1	AAS04559.1	ALV11441.1	CAC30402.1	AMC60109.1
OG0001142	CCC27505.1	AAS04560.1	ALV11442.1	CAC30403.1	AMC60110.1
OG0001143	CCC27506.1	AAS04561.1	ALV11443.1	CAC30404.1	AMC60111.1
OG0001144	CCC27512.1	AAS04564.1	ALV11449.1	CAC30408.1	AMC60118.1
OG0001145	CCC27514.1	AAS03906.1	ALV11451.1	CAC30997.1	AMC60121.1
OG0001146	CCC27521.1	"AAS03596.1, AAS04567.1"	ALV11458.1		AMC60128.1
OG0001147	CCC27522.1	"AAS02616.1, AAS04568.1"	ALV11459.1		AMC60129.1
OG0001148	CCC27524.1	AAS04575.1	ALV13056.1	CAC30413.1	AMC60131.1
OG0001149	CCC27526.1	AAS04580.1	ALV11460.1	CAC30414.1	AMC60133.1
OG0001150	CCC27527.1	AAS04581.1	ALV11461.1	CAC30415.1	AMC60134.1
OG0001151	CCC27528.1	AAS04582.1	ALV11462.1	CAC30416.1	AMC60135.1
OG0001152	CCC27529.1	AAS04583.1	ALV13057.1	CAC30417.1	AMC60136.1
OG0001153	CCC27531.1	AAS04584.1	ALV11464.1	CAC30418.1	AMC60139.1
OG0001154	CCC27532.1	AAS04585.1	ALV13058.1	CAC30419.1	AMC60140.1
OG0001155	CCC27533.1	AAS04586.1	ALV11465.1	CAC30420.1	AMC60141.1
OG0001156	CCC27534.1	AAS04587.1	ALV11466.1	CAC30421.1	AMC60142.1
OG0001157	CCC27535.1	AAS04588.1	ALV11467.1	CAC30422.1	AMC60143.1
OG0001158	CCC27544.1	AAS04595.1	ALV11474.1	CAC30427.1	AMC60150.1
